ACADEMIC_YEAR,SEMESTER,UNIV_TYPE_NAME,UNIV_MASTERNAME_TH,UNIV_NAME_TH,FAC_NAME,PROGRAM_NAME,LEV_NAME_ENG,GENDER_NAME,ALL STD
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การเงิน,ป.ตรี,ชาย,26
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การเงิน,ป.ตรี,หญิง,47
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การเงินและนวัตกรรมทางการเงิน,ป.ตรี,หญิง,87
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การเงินและนวัตกรรมทางการเงิน,ป.ตรี,ชาย,48
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการ,ป.ตรี,ชาย,83
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการ,ป.ตรี,หญิง,183
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการธุรกิจระหว่างประเทศ,ป.ตรี,ชาย,25
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการธุรกิจระหว่างประเทศ,ป.ตรี,หญิง,14
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการธุรกิจสมัยใหม่,ป.ตรี,หญิง,193
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การจัดการธุรกิจสมัยใหม่,ป.ตรี,ชาย,112
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การตลาด,ป.ตรี,ชาย,420
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การตลาด,ป.ตรี,หญิง,738
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การประเมินราคาทรัพย์สิน,ป.ตรี,หญิง,56
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,การประเมินราคาทรัพย์สิน,ป.ตรี,ชาย,73
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ดิจิทัลสตาร์ตอัป,ป.ตรี,หญิง,37
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ดิจิทัลสตาร์ตอัป,ป.ตรี,ชาย,42
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ธุรกิจการบิน,ป.ตรี,ชาย,15
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ธุรกิจการบิน,ป.ตรี,หญิง,45
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,นวัตกรรมระบบสารสนเทศ,ป.ตรี,หญิง,15
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,นวัตกรรมระบบสารสนเทศ,ป.ตรี,ชาย,52
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บริหารธุรกิจ,ป.เอก,ชาย,1
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บริหารธุรกิจ,ป.เอก,หญิง,3
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บริหารธุรกิจ,ป.โท,ชาย,13
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บริหารธุรกิจ,ป.โท,หญิง,19
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บัญชี,ป.ตรี,ชาย,85
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,บัญชี,ป.ตรี,หญิง,359
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ภาษาอังกฤษธุรกิจ,ป.ตรี,หญิง,97
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ภาษาอังกฤษธุรกิจ,ป.ตรี,ชาย,43
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ระบบสารสนเทศ,ป.ตรี,ชาย,17
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะบริหารธุรกิจ,ระบบสารสนเทศ,ป.ตรี,หญิง,10
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,ป.ตรี,หญิง,29
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,ป.ตรี,ชาย,11
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีเครื่องเรือนและการออกแบบ,ป.ตรี,หญิง,30
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีเครื่องเรือนและการออกแบบ,ป.ตรี,ชาย,85
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีและการจัดการความปลอดภัยของอาหาร,ป.ตรี,หญิง,32
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีและการจัดการความปลอดภัยของอาหาร,ป.ตรี,ชาย,12
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการโทรทัศน์และวิทยุกระจายเสียง,ป.ตรี,หญิง,24
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการโทรทัศน์และวิทยุกระจายเสียง,ป.ตรี,ชาย,29
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการถ่ายภาพและภาพยนตร์,ป.ตรี,หญิง,205
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการถ่ายภาพและภาพยนตร์,ป.ตรี,ชาย,170
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการพิมพ์,ป.ตรี,หญิง,7
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการพิมพ์,ป.ตรี,ชาย,5
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการพิมพ์ดิจิทัลและออกแบบบรรจุภัณฑ์,ป.ตรี,ชาย,23
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีการพิมพ์ดิจิทัลและออกแบบบรรจุภัณฑ์,ป.ตรี,หญิง,25
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีชีวภาพเพื่ออุตสาหกรรมเกษตรและสิ่งแวดล้อม,ป.ตรี,หญิง,6
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีชีวภาพเพื่ออุตสาหกรรมเกษตรและสิ่งแวดล้อม,ป.ตรี,ชาย,4
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีพลังงานเพื่อสิ่งแวดล้อม,ป.ตรี,หญิง,5
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีพลังงานเพื่อสิ่งแวดล้อม,ป.ตรี,ชาย,7
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,ป.ตรี,หญิง,41
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,ป.ตรี,ชาย,142
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสื่อดิจิทัลและสื่อสารมวลชน,ป.ตรี,หญิง,148
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสื่อดิจิทัลและสื่อสารมวลชน,ป.ตรี,ชาย,163
2567,1,มหาวิทยาลัยเทคโนโลยีราชมงคล,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,ป.ตรี,หญิง,45
